og	file	ntax_header	nsites_header	n_labels	n_labels_in_metadata	n_labels_not_in_metadata	n_labels_not_in_metadata_unexpected	n_metadata_missing_from_og	status	error
OG6375	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6375.fa	350	1167	350	348	2	0	4	OK	
OG6376	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6376.fa	353	1200	353	351	2	0	1	OK	
OG6377	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6377.fa	351	1200	351	349	2	0	3	OK	
OG6378	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6378.fa	351	1359	351	349	2	0	3	OK	
OG6379	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6379.fa	349	1308	349	347	2	0	5	OK	
OG638	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG638.fa	350	4917	350	348	2	0	4	OK	
OG6380	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6380.fa	352	1119	352	350	2	0	2	OK	
OG6381	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6381.fa	352	1083	352	350	2	0	2	OK	
OG6382	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6382.fa	353	1263	353	351	2	0	1	OK	
OG6383	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6383.fa	351	1512	351	349	2	0	3	OK	
OG6384	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6384.fa	351	1068	351	349	2	0	3	OK	
OG6385	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6385.fa	349	1164	349	347	2	0	5	OK	
OG6386	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6386.fa	349	1116	349	347	2	0	5	OK	
OG6387	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6387.fa	351	1110	351	349	2	0	3	OK	
OG6388	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6388.fa	354	1701	354	352	2	0	0	OK	
OG6389	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6389.fa	351	1134	351	349	2	0	3	OK	
OG639	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG639.fa	353	4551	353	351	2	0	1	OK	
OG6390	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6390.fa	351	1272	351	349	2	0	3	OK	
OG6391	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6391.fa	351	1335	351	349	2	0	3	OK	
OG6392	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6392.fa	352	1065	352	350	2	0	2	OK	
OG6393	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6393.fa	351	1065	351	349	2	0	3	OK	
OG6394	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6394.fa	351	1542	351	349	2	0	3	OK	
OG6395	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6395.fa	350	1137	350	348	2	0	4	OK	
OG6396	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6396.fa	353	1068	353	351	2	0	1	OK	
OG6397	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6397.fa	351	1140	351	349	2	0	3	OK	
OG6398	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6398.fa	350	1101	350	348	2	0	4	OK	
OG6399	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6399.fa	351	1107	351	349	2	0	3	OK	
OG64	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG64.fa	353	10965	353	351	2	0	1	OK	
OG640	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG640.fa	350	4668	350	348	2	0	4	OK	
OG6400	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6400.fa	350	1188	350	348	2	0	4	OK	
OG6401	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6401.fa	351	1089	351	349	2	0	3	OK	
OG6402	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6402.fa	352	1077	352	350	2	0	2	OK	
OG6403	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6403.fa	350	1182	350	348	2	0	4	OK	
OG6404	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6404.fa	351	1116	351	349	2	0	3	OK	
OG6405	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6405.fa	352	1305	352	350	2	0	2	OK	
OG6406	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6406.fa	351	1155	351	349	2	0	3	OK	
OG6407	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6407.fa	350	1095	350	348	2	0	4	OK	
OG6408	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6408.fa	351	1062	351	349	2	0	3	OK	
OG6409	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6409.fa	350	1272	350	348	2	0	4	OK	
OG641	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG641.fa	351	4905	351	349	2	0	3	OK	
OG6410	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6410.fa	351	1224	351	349	2	0	3	OK	
OG6411	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6411.fa	350	1077	350	348	2	0	4	OK	
OG6412	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6412.fa	351	1107	351	349	2	0	3	OK	
OG6413	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6413.fa	351	1065	351	349	2	0	3	OK	
OG6414	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6414.fa	351	1209	351	349	2	0	3	OK	
OG6415	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6415.fa	351	1164	351	349	2	0	3	OK	
OG6416	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6416.fa	351	1197	351	349	2	0	3	OK	
OG6417	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6417.fa	352	1068	352	350	2	0	2	OK	
OG6418	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6418.fa	351	1029	351	349	2	0	3	OK	
OG6419	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6419.fa	351	1257	351	349	2	0	3	OK	
OG642	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG642.fa	351	4626	351	349	2	0	3	OK	
OG6420	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6420.fa	350	1020	350	348	2	0	4	OK	
OG6421	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6421.fa	350	1302	350	348	2	0	4	OK	
OG6422	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6422.fa	351	1041	351	349	2	0	3	OK	
OG6423	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6423.fa	351	1053	351	349	2	0	3	OK	
OG6424	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6424.fa	352	1122	352	350	2	0	2	OK	
OG6425	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6425.fa	351	1095	351	349	2	0	3	OK	
OG6426	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6426.fa	351	1662	351	349	2	0	3	OK	
OG6427	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6427.fa	352	1107	352	350	2	0	2	OK	
OG6428	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6428.fa	353	1065	353	351	2	0	1	OK	
OG6429	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6429.fa	351	1095	351	349	2	0	3	OK	
OG643	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG643.fa	351	4503	351	349	2	0	3	OK	
OG6430	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6430.fa	353	1035	353	351	2	0	1	OK	
OG6431	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6431.fa	352	1122	352	350	2	0	2	OK	
OG6432	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6432.fa	350	1149	350	348	2	0	4	OK	
OG6433	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6433.fa	350	1362	350	348	2	0	4	OK	
OG6434	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6434.fa	352	1068	352	350	2	0	2	OK	
OG6435	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6435.fa	350	1392	350	348	2	0	4	OK	
OG6436	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6436.fa	353	1131	353	351	2	0	1	OK	
OG6437	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6437.fa	354	1098	354	352	2	0	0	OK	
OG6438	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6438.fa	351	1146	351	349	2	0	3	OK	
OG6439	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6439.fa	352	1059	352	350	2	0	2	OK	
OG644	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG644.fa	352	4425	352	350	2	0	2	OK	
OG6440	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6440.fa	353	1137	353	351	2	0	1	OK	
OG6441	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6441.fa	351	1164	351	349	2	0	3	OK	
OG6442	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6442.fa	352	1212	352	350	2	0	2	OK	
OG6443	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6443.fa	352	1134	352	350	2	0	2	OK	
OG6444	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6444.fa	351	1146	351	349	2	0	3	OK	
OG6445	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6445.fa	352	1119	352	350	2	0	2	OK	
OG6446	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6446.fa	352	1206	352	350	2	0	2	OK	
OG6447	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6447.fa	352	1254	352	350	2	0	2	OK	
OG6448	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6448.fa	350	1167	350	348	2	0	4	OK	
OG6449	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6449.fa	351	1104	351	349	2	0	3	OK	
OG645	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG645.fa	349	4692	349	347	2	0	5	OK	
OG6450	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6450.fa	350	1026	350	348	2	0	4	OK	
OG6451	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6451.fa	352	1128	352	350	2	0	2	OK	
OG6452	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6452.fa	349	1122	349	347	2	0	5	OK	
OG6453	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6453.fa	352	1077	352	350	2	0	2	OK	
OG6454	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6454.fa	352	1086	352	350	2	0	2	OK	
OG6455	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6455.fa	351	1089	351	349	2	0	3	OK	
OG6456	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6456.fa	350	1086	350	348	2	0	4	OK	
OG6457	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6457.fa	350	1449	350	348	2	0	4	OK	
OG6458	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6458.fa	352	1080	352	350	2	0	2	OK	
OG6459	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6459.fa	352	1287	352	350	2	0	2	OK	
OG646	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG646.fa	349	4350	349	347	2	0	5	OK	
OG6460	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6460.fa	350	1290	350	348	2	0	4	OK	
OG6461	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6461.fa	353	1068	353	351	2	0	1	OK	
OG6462	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6462.fa	350	1230	350	348	2	0	4	OK	
OG6463	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6463.fa	351	1050	351	349	2	0	3	OK	
OG6464	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6464.fa	350	1077	350	348	2	0	4	OK	
OG6465	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6465.fa	351	1044	351	349	2	0	3	OK	
OG6466	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6466.fa	351	1248	351	349	2	0	3	OK	
OG6467	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6467.fa	350	1020	350	348	2	0	4	OK	
OG6468	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6468.fa	350	1116	350	348	2	0	4	OK	
OG6469	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6469.fa	352	1101	352	350	2	0	2	OK	
OG647	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG647.fa	352	4506	352	350	2	0	2	OK	
OG6470	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6470.fa	352	1404	352	350	2	0	2	OK	
OG6471	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6471.fa	350	1152	350	348	2	0	4	OK	
OG6472	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6472.fa	349	1188	349	347	2	0	5	OK	
OG6473	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6473.fa	352	1062	352	350	2	0	2	OK	
OG6474	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6474.fa	350	1020	350	348	2	0	4	OK	
OG6475	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6475.fa	352	1203	352	350	2	0	2	OK	
OG6476	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6476.fa	354	1032	354	352	2	0	0	OK	
OG6477	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6477.fa	350	1059	350	348	2	0	4	OK	
OG6478	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6478.fa	352	1095	352	350	2	0	2	OK	
OG6479	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6479.fa	350	1047	350	348	2	0	4	OK	
OG648	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG648.fa	352	4530	352	350	2	0	2	OK	
OG6480	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6480.fa	350	1218	350	348	2	0	4	OK	
OG6481	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6481.fa	350	1104	350	348	2	0	4	OK	
OG6482	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6482.fa	350	1101	350	348	2	0	4	OK	
OG6483	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6483.fa	349	1251	349	347	2	0	5	OK	
OG6484	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6484.fa	351	1014	351	349	2	0	3	OK	
OG6485	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6485.fa	352	1230	352	350	2	0	2	OK	
OG6486	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6486.fa	352	1155	352	350	2	0	2	OK	
OG6487	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6487.fa	353	1023	353	351	2	0	1	OK	
OG6488	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6488.fa	349	1284	349	347	2	0	5	OK	
OG6489	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6489.fa	350	1197	350	348	2	0	4	OK	
OG649	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG649.fa	353	4842	353	351	2	0	1	OK	
OG6490	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6490.fa	351	1119	351	349	2	0	3	OK	
OG6491	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6491.fa	351	1077	351	349	2	0	3	OK	
OG6492	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6492.fa	352	1098	352	350	2	0	2	OK	
OG6493	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6493.fa	351	1071	351	349	2	0	3	OK	
OG6494	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6494.fa	352	1074	352	350	2	0	2	OK	
OG6495	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6495.fa	350	1071	350	348	2	0	4	OK	
OG6496	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6496.fa	351	1155	351	349	2	0	3	OK	
OG6497	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6497.fa	352	1161	352	350	2	0	2	OK	
OG6498	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6498.fa	350	1131	350	348	2	0	4	OK	
OG6499	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG6499.fa	353	1245	353	351	2	0	1	OK	
OG65	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG65.fa	351	11739	351	349	2	0	3	OK	
